name,permalink
THE CHARLES NYC GROUP,the-charles-group
The Design Gym,the-design-gym
The Financialist,the-financialist
The Hackerati,the-hackerati
The Kitchen Table,the-kitchen-table
The MindVox Corporation,the-mindvox-corporation
The Padcaster,the-padcaster
The Shelf,theshelf
The Sill,the-sill
"The Sneakers Agency, LLC",the-sneakers-agency--llc
The Sports Quotient,the-sports-quotient
theIRapp,theirapp
TheSkimm,the-skimm
ThinkBinder,thinkbinder
Thinkful,thinkful
ThriveStreams,thrivestreams
Thuzio,thuzio
Tiggly,tiggly
Tilting Point,tilting-point
Timescape,timescape
Tomorro LLC,tomorro-llc
Tomorrow Networks,tomorrow-networks
ToneRow,tonerow
Topi,topi
Topiks,topiks-inc
TopShelf Clothes,topshelf-clothes
Totem,totem
TouchBase Technologies,touchbase-technologies
TouchCast,touchcast
Tradepoint Systems,tradepoint-systems
TradingTable,tradingtable
Trail of Bits,trail-of-bits
Transparency Life Sciences,transparency-life-sciences
TravelersBox,travelersbox
T-REX,t-rex-2
TripleLift,triple-lift
TRITTY Inc.,tritty-inc
Turnstile Live,turnstile-inc
TutorthePeople.com,tutorthepeople-com
TVP NYC,tvp-nyc
Ubimo,ubimo
Uncubed,uncubed
Unpakt,unpakt
Untamed Sandwiches,untamed-sandwiches
Untitled Worldwide,untitled-worldwide
Upworthy,upworthy
Urban FT,waspit
US HealthVest,us-healthvest
Usable Media,usable-media
uSTADIUM,ustadium
Valet,wp-valet
Venture Aviator,venture-aviator
VenturePact,venturepact
Venwise,venwise
Vertana,vertana
Vertoz Inc.,vertoz
Vestorly,vestorly
VFILES,vfiles
Via,via-transportation
VidRocket,vidrocket
Village Fishmonger,village-fishmonger
VirtualHealth,virtual-health
Virtue Security,virtue-security
Visible Alpha,visible-alpha
Volgin Equities,volgin-equities
Vooza,vooza
Voter's Friend,voters-friend
Voyat,voyat
VTS,vts
Vuukle,vuukle
WashClub,washclub
Waywire,waywire
WeConvene,weconvene
We're Magnetic,we-re-magnetic
Whisk,whisk-3
White Ops,white-ops
Wine Awesomeness,wine-awesomeness
wireLawyer,wirelawyer
Wirezon,wirezon
Wits + Beaux,wits-beaux
Wonder,wonder-2
wot.io,wot-io
Yellowsmith,yellowsmith
Yieldmo,yieldmo
Your Hollywood Portrait Studio,your-hollywood-portrait-studio
Zenbership,zenbership
Zibby,cognical
Zimute Media,zimute-media
Zula,zula
zurvu,zurvu
Zuse,zuse
/toneâ„¢,tone
12Sided Technology,12sided-technology
1Linx,1linx
414 Media Advisors,414-media-advisors
645 Ventures,645-angels
88 Bitcoin Dice,88-bitcoin-dice
925 Capital,925-capital
AB,alphabeta-2
AccelFoods,accelfoods
Acopio,acopio-2
AcordIQ,acordiq
Aditiv,aditiv
Adroit Digital,adroit
Advested,advested
Agendamate Inc,agendamate-inc
Algodream,algodream-inc
Algodream,algodream-inc
All:Expanded,all-expanded
AlleyWire,alleywire
Allocate,allocate
America Needs You,america-needs-you
Amtrust Ventures,amtrust-ventures
"Anonygo, Inc.",anonygo--inc-
AppHere,apphere
AppHeros,appheros
Applecart,project-applecart
Arc Logistic Partners LP,arc-logistic-partners-lp
Area301,area301
Arel Capital,arel-capital
Argo Infrastructure,argo-infrastructure
Astra Capital Management,astra-capital-management
Atlas ATS,atlas-ats
AuthoraMe,authorame
Bamtboo,bamtboo
"Bask Labs, Inc.",bask-labs-inc
Batuta Capital Advisors,batuta-capital-advisors
Beau Exchange Inc.,beau-exchange
BEAUTYSTORENY,beautystoreny
Beeleev,beeleev
Bell Boardz,bell-boardz
BenXchange,benxchange
Bevel Brands Partner,bevel-brands-partner
BinaryBros LLC,binarybros-llc
Bindo,bindo
Bionic Solution,bionic-solution-2
BiteScore,bitescore
BitOlive,bitolive
Bitpine.com,bitpine-com
BizPlac.es,bizplac-es
Bizsnack,bizsnack
Blend.io,blend-io
Blokify,blokify
Blucarat,blucarat
Blue Alpha Group LLC,blue-alpha-group-llc
Blue and White Publishing Inc.,blue-and-white-publishing-inc
BoardPackager,boardpackager
Bonjournal,bonjournal
BotObjects,botobjects
Bottle,bottle
BouquetValet,bouquetvalet
Bowery Capital,bowery-capital
BrainTracer,braintracer
BrandCont,brandcont
BrandProject,brand-project
BrandShield,brandshield
Breezy Concepts,breezy-concepts
Bridge Growth Partners,bridge-growth-partners
Brighter Children,brighter-children
Brooklyn Fashion & Design Accelerator,brooklyn-fashion-design-accelerator
Browsy,browsy
BTX Trader,btx-trader
Buddy Brands,buddy-brands
Bundle Organics,bundle-organics
BurnFisch,sesh-app
Buy Wine Now!,buy-wine-now
BWG Strategy,bwg-strategy
BYCO,byco
Cab With Me,cab-with-me
CACHÃ‰,cach
Cameo,cameo
Capri Ventures,capri-ventures
CareGeneral,caregeneral
Carte Blanche,carte-blanche
Cerium Technology,cerium-technology-llc
ChairandSpace Inc.,chairandspace-inc
CHORD,chord
CHORD,chord
Chorus Connection,chorus-connection
Cinelytic,cinelytic
CircumRent,circumrent
City Lunch Club,city-lunch-club
Clever Canary,clever-canary
Closet with Benefits,closet-with-benefits
CloudPixel,cloudpixel
Code Coalition,code-coalition
"Coffee Capsules Inc., Gourmesso Coffee USA",coffee-capsules-inc-gourmesso-usa
Cogifter,cogifter
Cognea,cognea
Combs Enterprises,combs-enterprises
Commune,commune
Confide,confide
ConnectFORE,connectfore
Contactive,contactive
Cooli Labs,cooli-labs
Cooperatize,cooperatize
Coopkanics,coopkanics
Corigin Ventures,corigin-ventures-2
Corkket,corkket
Corporate Night Out,corporate-night-out
CourseLab,courselab
Crate.DJ,crate-dj
Crest & Co,crest-co
CrisOutfit,crisoutfit
CrowdSifter,crowdsifter
Crypto Street,crypto-street
CultureHorde,culturehorde
Cupli Surveys,cup-li
CustomShow.com,customshow-com
Cuurio,cuurio
Cymath,cymath
Daily Overview,daily-overview
DataNeutrality.org,dataneutrality-org
Datomia,datomia
DBTEL COMMUNICATIONS,dbtel
DC Area Drone User Group,dc-area-drone-user-group
"DCL Ventures, Inc.",dcl-ventures-inc
Deal Roadshow,deal-roadshow-e1ee
DealSheet,dealsheet
Deepclass,deepclass
Delos Capital,delos-capital
Designqwest Platforms,designqwest-platforms
Digital Law Group,digital-law-group
Digital Message Display,digital-message-display
Digital Smash Enterprises,digital-smash-enterprises
Digital Surf,digital-surf
Dinero Payments,dinero-payments
"DocHuddle, Inc",dochuddle-inc
DooBop,doobop
Dos Owls,dos-owls
DOT Capital,dot-capital
Dragonfile,dragonfile
Dragontail Systems,dragontail-systems
DreamTech Ventures,dreamtech-ventures
Dropcopter,dropcopter
Early Adopter Network,early-adopter-network
eBuyersReviewed,ebuyersreviewed
Ed.co,ed-co
Egyptian-American Enterprise Fund,eaef
"eHopper Services, LLC",ehopper-services-llc
EMI Strategies,emi-strategies
empircly,empircly
EmptyJob,emptyjob
Enduro Packs,enduro-packs
Envoy - Your Personal Messenger,envoy-your-personal-messenger
EQUIP Advantage,equip-advantage
Essential Remedium,essential-remedium
Estill Advisory Group,estill-advisory-group
eTeam Executive Search,eteam-executive-search
Eventava,eventava
Eventible,eventible
Everytown for Gun Safety,everytown-for-gun-safety
Evolution Venture Partners,evolution-venture-partners-2
Excel Capital Partners,excel-capital-partners
Executive Employers,executive-employers
Explora Phones,explora-phones
Exubrancy,exubrancy
Exversion,exversion
Ezcertifications,ezcertifications
F-101,f-101
Facefeed,context
"Falcon Expenses, Inc.",falcon-expenses-inc
FantasizeTV,fantasizetv
Fast Motion Games,fast-motion-games
Fezzee,fezzee
Figliulo&Partners,figliulo-partners
Finch15,finch15
FireStop,firestop
Flawless Skin Solutions,flawless-skin-solutions
Flutter,flutter
FlyAmple,flyample
FlyCleaners,flycleaners
Fohr,fohr
FoodSnatch,foodsnatch
Foranima,foranima
Forex News,forex-news
Fossil Free Indexes,fossil-free-indexes
Frankly Media,frankly-media
FreshNYC,freshnyc
FrontOffice,frontoffice
Full Scale Media LLC,full-scale-media-llc
Fund Dreamer Enterprises,fund-dreamer
GamedayTV,gameday-tv
Generation Ready,generation-ready
Genetic Ink,genetic-ink
Genius Pack,genius-pack
Genterpret,genterpret
getinclusive.com,getinclusive-com
GetSnippy,getsnippy
Gifteng,gifteng
Givlet,givlet
GIVTED,givted
GLEAN,glean
Global i Ventures,global-i-ventures
Goodlook,goodlook
GrabMyEssay,grabmyessay
Grameen PrimaCare,grameen-primacare
GrapeStory,grapestory
Green Test Prep,green-test-prep
Greenwood,greenwood
GRID Ventures,grid-ventures
HackHands,hackhands
Happy Heart Kid,happy-heart-kid
Happy Medium Interactive,happy-medium
Hark Capital,hark-capital
hathi,hathi
HealthKeep,healthkeep
Heedly,heedly
Hip Hop Smithsonian,hip-hop-smithsonian
HOM,hom
Home Captain,home-captain
Homespree,homespree
Hycroft,hycroft
HyperTraffic SEO,hypertraffic-seo
I Love Free Concerts,i-love-free-concerts
Impactia,impactia
Implement Capital,implement-capital
In Between Jobs,in-between-jobs
"In The Lights PR, Inc.",in-the-lights-pr-inc
In2PcFix LLC,in2pcfix-llc
Inboxr,inboxr
INC39,inc39
Incite Media Labs,incite-media-labs
Indicator Ventures,indicator-ventures
IndieVoic.es,indievoic-es
IndustryMaps,industrymaps
innov8tiv,innov8tiv
Inspired Review,inspired-review
InstantVisors,instantvisors
InstaTechie,instatechie
InstaTrade,instatrade
Intelligent Quisine LLC,intelligent-quisine-llc
Inventway,inventway
iQ License,iq-license
Isometric Studio,isometric-studio
iYa Ventures,iya-ventures
Jello Labs,jello-labs-2
JewelJam,jeweljam
Jinbu,jinbu
Kadaxis,kadaxis
Kam.io,kam-io
KareeON,kareeon
Karta,karta
Kate's Goodness,kates-goodness
Ken Wroy Inc.,ken-wroy-inc
Kepler Cannon,kepler-cannon
Kings Thai Boxing,kings-thai-boxing
KITE INVEST,kite-invest
Koda Labs,koda-labs
Kool Kid Kent,kool-kid-kent
Kpass,kpass
Krow,krow
Kyu by Kesi Gibson,kyu-by-kesi-gibson
Lake Whillans,lake-whillans
Lambda,lambda
latinoTech,ny-latino-tech
Launch Warrior Ltd.,launch-warrior-ltd
Law Street Media,law-street-media
LeaDNA,leadna
Leasebreak,leasebreak
LeBoo,leboo
Leebow Partners,leebow-partners
Legal Simplicity,legal-simplicity
Lexington Wellness,lexington-wellness
Lexus Capital,lexus-capital
Lexvia Inc.,lexvia-inc
Liberty Fairs,liberty-fairs
Liberty United,liberty-united
Life Ant Insurance,life-ant-insurance
Linc.net,linc-net
Lion Capital Partners,lion-capital-partners
Little Arrows,little-arrows
livecube,livecube
LNC Productions,lnc-productions
Logo Designerz,logo-designerz
Lono,lono
Lookboard.com,lookboard-com
Loxo Oncology,loxo-oncology
LT Buddy,lt-buddy
Lumer & Neville,lumer-neville
Luminary Labs,luminary-labs
Lux Digital,lux-digital
Luxury Watches NYC,luxury-watches-nyc
Lyte,lyte
Lytepole,lytepole
MADBITS,madbits
Made of Sundays,made-of-sundays
Magnus App - Shazam for Art,magnus-app-shazam-for-art
Maintenr,maintenr
makeoverly,makeoverly
Mandoyo,mandoyo
Martin de Tours Clothier,martin-de-tours-clothier
matterBase,matterbase
MD Lingo,md-lingo
Mediander,mediander
Melo7 Tech Partners,melo7-tech-partners-llc
Meme Inc,meme-inc
Mental Canvas,mental-canvas
Microlin Bio,microlin-bio
Milkbox Partners,milkbox-partners
MLTCConsulting.com,mltcconsulting-com
mobiMicro,mobimicro
Modern Residential,modern-residential
Movo,movo
MS Outlook Ware,ms-outlook-ware
My City Plants,my-city-plants
My Options,my-options
"MyRng Technologies, LLC",myrng-technologies--llc
NanoPharmaceuticals,nanopharmaceuticals
Naow,naow
Narrative_,narrative-marketing
New Amsterdam Growth Capital,new-amsterdam-growth-capital
New Media Investment Group,new-media-investment-group
New State Capital Partners,new-state-capital-partners
New York City Football Club,new-york-city-football-club
Nexlend,nexlend
Nextlanding,nextlanding
Nichewith,nichewith
Nina Mua - Makeup School,nina-mua-makeup-school
NinjaEssays,ninjaessays
nKoso,nkoso
No Man Walks Alone,no-man-walks-alone
Noble Financial Life Science Partners,noble-financial-life-science-partners
NOMINUS Capital LLC,new-york-institute-of-finance
Noquo,noquo
Notorious,notorious
Nounos Creamery,nounos-creamery
Nouveau Capital,nouveau-capital
Number Analytics LLC,number-analytics-llc
NYC Data Science Academy,nyc-data-science-academy
Oberland Capital,oberland-capital
Of Mercer,of-mercer
OffOps,offops
One Smart Star,one-smart-star
OnePlayce,oneplayce
Opentalks,opentalks
Origin Vape,origin-vape
Orkila Capital,orkila-capital
Outlier Venture Partners,outlier-venture-partners
Overture.me,overture-me
OWNONLY,ownonly
Padspin,padspin
Pagevamp,pagevamp
ParaShoot,parashoot
Passo,passo
Pathfinder App,pathfinder-app
PathJump,pathjump
PathSIght,pathsight
PayQix,payqix
Peaceful Dumpling,peaceful-dumpling
Pergament LOHAS Fund,pergament-lohas-fund
Perkla,perkla
PetPlus,petplus
picsell,picsell
Planetary,planetary
Power Light and Sound Company,power-light-and-sound-company
Prinkshop,prinkshop
Project Shoe,project-shoe
Promotify,promotify
Prose Media,prose-media
Prospect Hill Partners LLC,prospect-hill-partners-llc
Proto venture technology,proto-venture-technology
Proxy Insight,proxy-insight
Public House,public-house
Purple Cloud,purple-cloud
Purpo,purpo
Quadrivium Foundation,quadrivium-foundation
Quanton Data,quanton-data
QueenieDress,queeniedress
QuickRecruit,quickrecruit
Quixotic Endeavors LLC,quixotic-endeavors-llc
Qwikword,qwikword
R/GA Ventures,r-ga-ventures
RAINNOVATION,rainnovation
Rakuten Marketing,rakuten-marketing
Rao Studios,rao-studios
RBX,rbx
RE:Tech,re-tech
Reactive.IO,reactive-io
Ready,ready-2
Red Button,red-button
RedBird Capital Partners,redbird-capital-partners-2
Reformation Medicine,reformation-medicine
RENTISH,rentish
Reput,reput-corp
Rescuing Leftover Cuisine,rescuing-leftover-cuisine
RetSKU,retsku
RetSKU,retsku
Reverence Capital Partners,reverence-capital-partners
Revlyst,revlyst
Rewind,rewind
Rghtly,rghtly
"Rifl Media, LLC",rifl-media-llc
River Hollow Partners,river-hollow-partners
RogerVoice,rogervoice
RoomActually,roomactually
RoomDots,roomdots
RUKUS,rukus
Saber Blast,saber-blast
Sarah Flint,sarah-flint
ScholarBridge,scholarbridge
SEAL Future Fund,seal-future-fund
Search'XPR Inc.,searchxpr-inc
SeeInside Inc,seeinside-inc
Selfie,selfie-com
SenaHill Partners,senahill-partners
Share Meals LTD,share-meals-ltd
Shareswell,shareswell
SHEEHY creative,sheehy-creative
Shillster,shillster
Shopalytic,shopalytic
SideProjects,sideprojects
Sidewalk,sidewalk
SingleSprout,singlesprout
SixthPair.com,sixthpair-com
Skelpo,skelpo
Skubana,skubana
Slingshot Insights LLC,slingshot-insights
SLOOKY,slooky
Smado Inc.,smado-inc
Sneeky,sneeky
Socialgiri,socialgiri
Soldthru,soldthru
Soliloquy Marketing Inc.,soliloquy-marketing-inc
SoOum Corp.,sooum-corp
Spare,spare-d3d4
Spitzberg Partners LLC,spitzberg-partners-llc
Splendid Spoon,sea-bean-goods-splendid-spoon
SportChaser,socialchaser-inc
Sportomato,sportomato-2
SportsFlow,sportsflow
Spotliter,spotliter
Spotsify,spotsify
Spotted Friend,spotted-friend
Squar'd,squard
Startup Ecology,startup-ecology
Startup Essentials,startup-essentials
StayBay,staybay
Stella Point Capital,stella-point-capital
Storch Advisors,storch-advisors
stream.io,stream-io
Stylr,stylr
Suits and Skirts Cleaners,suits-and-skirts-cleaners
Superdense,superdense
Sustain Natural,sustain-natural
Sustainable Insight Capital Management,sustainable-insight-capital-management
Svipe,svipe
Swiftwit,swiftwit
SwitchForce,switchforce
Tactics Cloud,tactics-cloud
Takes,takes
Tallents + Co,tallents-+-co
Tamarind Capital LLC,tamarind-capital-llc
Tech Attribute,gurvinder-singh-khanuja
Techcafe.io,techcafe-io
Techejobs,techejobs
Tectonic Capital,fundersguild
TeleUP Inc.,teleup-inc
Telller,telller
Tenant King,tenant-king
Tengah,tengah
Teslaugh Energy Ventures LLC,teslaugh-energy-ventures-llc
TextractMe,textractme
The Blot,the-blot
The Center For Global Enterprises,the-center-for-global-enterprises
The Editorialist,the-editorialist
The Farm SoHo,the-farm-soho
The Huldisch Group,the-huldisch-group
The Loadown,the-loadown
The MASS,the-mass
The Mobile Spa,the-mobile-spa
The Modern Group,the-modern-group
TheBoomtown,theboomtown
ThemeHeros,themeheros
Theory Entertainment,theory-entertainment
Thinking Phones,thinking-phones
"Third Culture Capital, LLC",third-culture-capital-llc
ThomasNet Results Powered Marketing (RPM),thomasnet-results-powered-marketing-rpm
Threat Pattern,threat-pattern
Throwing Fruit,throwing-fruit
TID,tid
Tilled Minds,tilled-minds
Toplist,toplist
TopVets,topvets
TowerGroup,towergroup
Trade Exact Consulting Inc.,trade-exact-consulting-inc
TradeUp Labs,tradeup-labs
Transfernation,transfernation
TravelInsurance.com,travelinsurance-com
Treehouse Investments,treehouse-investments
Tress Capital,tress-capital
Tribeca Cloud,tribeca-cloud
Tri-Institutional Therapeutics Discovery Institute,tri-institutional-therapeutics-discovery-institute
Triples,triples
TrueBear Corporation,truebear-corporation
Twisted Petite Inc.,twisted-petite-inc
Tyme Global Technologies,tyme-global-technologies
Universal Tutors,universal-tutors
Upwardly Group,upwardly-group
USQ Group,usq-group
Valia Ventures,valia-investments-inc-
Value Investing Guide,value-investing-guide
ValueStream Ventures,valuestream-labs
Vanbridge LLC,vanbridge-llc
Vaulted.me,vaulted-me
Veea Inc.,veea-inc
VENDII,vendii
Verse Solutions,verse-solutions
VGW Capital Advisors,vgw-capital-advisors
"Videri, Inc.",videri-inc
Village Marketing,village-marketing
Viosk,viosk
"Virgin Labs, Inc.",virgin-labs--inc-
Vloggr,vloggr
"VMPay World, Inc.",vmpay-world-inc
VNUE Inc.,vnue-inc
VSHORE,vshore-llc
VSHORE,vshore-llc
Walk and Explore,walk-and-explore
Wanderant,wanderant
WayWay,wayway
WeAreTeamInkredible.com,weareteaminkredible-com
WearToday,weartoday
Whim,whim
Wildcard,wildcard
Will Bermender Equity Partners,will-bermender-equity-partners
Workflow Prodigy,workflow-prodigy
Workoutlabs,workoutlabs
World Biotechnology,world-biotechnology
World Indigenous Network,world-indigenous-network
Worldwide Capital Advisory Partners,worldwide-capital-advisory-partners
X1 Advisors,x1-advisors
XELF,xelf
Yoddhas- The Warrior,yoddhas--the-warrior
Yufash,yufash
ZenFi Networks,zenfi-networks
Zipped. A Digital Agency.,zipped-a-digital-agency
212 DB Corp.,212-db-corp
3D HEIGHTS,3d-heights
3DP4E LLC,3dp4e-llc
3Top,3top
A Plus,a
Aabross SEO Services,aabross-seo-services
ActiveAether,activeaether
Aditi Multimedia,aditi-multimedia
Adklip,adklip
Admittedly,admitted-ly
AdPoint Video,adpoint-video
Advanced Wearable Devices,advanced-wearable-devices
Advizr,advizr
AdWill,adwill
Aetion,aetion-2
AFO Capital LLC,afo-capital-llc
Agile Lens: Immersive Design,agile-lens-immersive-design
Agronomic Technology Corp,agronomic-technology
Aitarget,aitarget
AKW Analytics Inc.,akw-analytics-inc
AlefEdge,alefedge
Algomizer,algomizer-2
All Beauty,all-beauty
All Star Code,all-star-code
Allegravita,allegravita
AlphaPoint,alphapoint
Alt Legal,altlegal
Alucan Packaging,alucan-packaging
American Story Channel,american-story-channel
Andium,mesh-4
AniView,aniview
Anne Fogarty,anne-fogarty
Ansatz Capital,ansatz-capital
Apploi,apploi
ApplyInc.com,applyinc-com
ARAZOO,arazoo
ArtSetters,artsetters
Astronauts Wanted,astronauts-wanted
Atikus,atikus
Audience,audience-3
Audiomack,audiomack
Augmate,augmate
Automatad,automatad
Availendar,availendar
Awl & Sundry,awl-sundry
AX Trading Network,ax-trading-network
Axio Global,axio-global
Axoni,axoni
Ballooning Nest Eggs,ballooning-nest-eggs
Bambucluster,bambucluster
BAMIN,bamin
Baron Fig,baron-fig
BaseRails,baserails
